activity_id,deal_id,activity_type,activity_date,details
682,214,email,2026-03-03,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Majority budget wind physical indeed draw reason human.""}"
683,214,call,2026-03-11,"{""call_duration"": 279, ""outcome"": ""neutral"", ""notes"": ""Politics eight reflect move.""}"
684,214,email,2026-03-13,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Establish dark form could oil.""}"
685,215,call,2025-06-08,"{""call_duration"": 500, ""outcome"": ""neutral"", ""notes"": ""Easy different significant candidate modern deep.""}"
686,215,call,2025-06-13,"{""call_duration"": 146, ""outcome"": ""positive"", ""notes"": ""Forget myself heart rich indicate discover why.""}"
687,216,meeting,2025-12-01,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Note seven dog try win.""}"
688,216,demo,2025-12-02,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Land effect less surface democratic customer feeling.""}"
689,217,demo,2025-12-31,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Anything carry animal require white.""}"
690,217,email,2026-01-01,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Top man value business.""}"
691,217,meeting,2026-01-05,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Responsibility history item article meeting.""}"
692,217,meeting,2026-01-06,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Ball discuss visit court gun soon audience truth.""}"
693,218,call,2026-03-06,"{""call_duration"": 393, ""outcome"": ""positive"", ""notes"": ""Staff impact smile baby theory.""}"
694,219,call,2025-08-27,"{""call_duration"": 347, ""outcome"": ""neutral"", ""notes"": ""Government behind word white break century.""}"
695,219,call,2025-08-31,"{""call_duration"": 489, ""outcome"": ""negative"", ""notes"": ""Knowledge hour chair goal really.""}"
696,219,call,2025-09-05,"{""call_duration"": 266, ""outcome"": ""negative"", ""notes"": ""Study message president able light purpose.""}"
697,219,demo,2025-09-07,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Level matter hear scientist each much.""}"
698,220,demo,2025-06-24,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Worker study lead crime.""}"
699,220,demo,2025-06-25,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Stand myself company argue.""}"
700,220,meeting,2025-07-01,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Suffer into never consider.""}"
701,220,call,2025-07-04,"{""call_duration"": 130, ""outcome"": ""negative"", ""notes"": ""Factor key role.""}"
702,220,meeting,2025-07-10,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Old reach painting her then hot.""}"
703,220,demo,2025-07-13,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Meet under glass.""}"
704,220,email,2025-07-21,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Just official their class sometimes answer.""}"
705,221,meeting,2025-04-01,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Laugh great policy research.""}"
706,221,meeting,2025-04-07,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Fire dog relationship pull place marriage see.""}"
707,221,demo,2025-04-14,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Without group north anyone green prove.""}"
708,222,meeting,2025-07-13,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Realize glass against government no but development.""}"
709,222,demo,2025-07-15,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Money stage treat.""}"
710,222,email,2025-07-18,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Lose Mr yet rest space six.""}"
711,222,email,2025-07-20,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""News short could more baby top.""}"
712,222,email,2025-07-27,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Act face friend we fish.""}"
713,223,demo,2025-07-27,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Design people perform since.""}"
714,223,call,2025-08-03,"{""call_duration"": 184, ""outcome"": ""negative"", ""notes"": ""Week market place gas personal month.""}"
715,223,meeting,2025-08-11,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Billion in officer including tough.""}"
716,224,call,2026-03-08,"{""call_duration"": 237, ""outcome"": ""positive"", ""notes"": ""Machine daughter group produce.""}"
717,224,call,2026-03-14,"{""call_duration"": 387, ""outcome"": ""positive"", ""notes"": ""Able certainly in own share chance out.""}"
718,225,demo,2025-11-10,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Ago interview once.""}"
719,225,meeting,2025-11-19,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Smile detail time cover.""}"
720,225,demo,2025-11-21,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Son fire investment student statement game.""}"
721,225,demo,2025-11-27,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Class really course establish say front beat.""}"
722,225,meeting,2025-12-07,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""North manage north character.""}"
723,226,meeting,2026-02-12,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Me local answer performance.""}"
724,226,email,2026-02-15,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Including note pretty miss.""}"
725,226,email,2026-02-25,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Send table despite yourself them film.""}"
726,226,demo,2026-02-26,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Reality language describe business prove carry.""}"
727,227,demo,2025-11-02,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Treat former dinner.""}"
728,227,email,2025-11-12,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Class nice trade.""}"
729,227,call,2025-11-22,"{""call_duration"": 119, ""outcome"": ""negative"", ""notes"": ""Kind answer talk thank.""}"
730,227,email,2025-11-26,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""School act use study street smile environment.""}"
731,227,meeting,2025-11-28,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Project term model important skill who.""}"
732,227,email,2025-12-02,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Address smile real protect later turn.""}"
733,228,email,2025-06-10,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""True read interesting spring arrive.""}"
734,228,demo,2025-06-17,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Crime health city forget clearly impact would.""}"
735,228,email,2025-06-23,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Program better black.""}"
736,228,email,2025-06-30,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Customer arrive government from yeah newspaper.""}"
737,229,meeting,2025-08-23,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Federal simple evening money.""}"
738,230,call,2025-09-09,"{""call_duration"": 241, ""outcome"": ""neutral"", ""notes"": ""Provide energy soldier feel eye.""}"
739,230,demo,2025-09-11,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Heart treatment politics yes day fill little.""}"
740,230,demo,2025-09-14,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Even our mother send.""}"
741,231,email,2025-12-05,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Charge without study force moment plant discover.""}"
742,231,meeting,2025-12-07,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Central phone television we these note.""}"
743,231,meeting,2025-12-08,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Occur ten society wide life cold.""}"
744,231,call,2025-12-17,"{""call_duration"": 215, ""outcome"": ""positive"", ""notes"": ""Father value hair movement model beyond already.""}"
745,231,call,2025-12-27,"{""call_duration"": 324, ""outcome"": ""positive"", ""notes"": ""Usually work environmental civil mind former she.""}"
746,231,email,2025-12-30,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Apply somebody play law.""}"
747,232,email,2026-01-25,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Eat talk teacher interest kind.""}"
748,232,meeting,2026-01-26,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Other production attorney image none mean radio.""}"
749,232,demo,2026-01-28,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""End between line end figure.""}"
750,232,meeting,2026-02-02,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Health case sit her finally move draw result.""}"
751,233,demo,2025-09-17,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Us identify old.""}"
752,233,demo,2025-09-20,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Positive everybody expert report second.""}"
753,233,demo,2025-09-22,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Become attack almost tough news measure tax.""}"
754,234,email,2025-05-28,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Around born young fear.""}"
755,235,email,2025-09-20,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Education firm wide which.""}"
756,235,call,2025-09-26,"{""call_duration"": 237, ""outcome"": ""negative"", ""notes"": ""Quickly allow environmental free year official officer ahead.""}"
757,235,call,2025-09-28,"{""call_duration"": 515, ""outcome"": ""positive"", ""notes"": ""Program see tough act want board.""}"
758,235,meeting,2025-10-01,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Long focus especially.""}"
759,235,demo,2025-10-05,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Parent early most.""}"
760,235,meeting,2025-10-07,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Only bar action.""}"
761,235,email,2025-10-10,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Star debate significant friend hair economy own front.""}"
762,236,email,2025-06-29,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Activity conference agent million away important.""}"
763,236,call,2025-07-05,"{""call_duration"": 412, ""outcome"": ""negative"", ""notes"": ""Oil show enter thought huge than.""}"
764,236,call,2025-07-11,"{""call_duration"": 469, ""outcome"": ""positive"", ""notes"": ""Teach board throughout.""}"
765,236,email,2025-07-21,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Buy six community letter tend.""}"
766,237,email,2025-06-09,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Person like person name assume minute story.""}"
767,237,meeting,2025-06-11,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Open worry degree treatment.""}"
768,237,meeting,2025-06-14,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Nice question as interview north individual message least.""}"
769,238,call,2025-06-05,"{""call_duration"": 136, ""outcome"": ""positive"", ""notes"": ""Water news reveal.""}"
770,238,demo,2025-06-06,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Another situation wind admit piece.""}"
771,238,call,2025-06-13,"{""call_duration"": 463, ""outcome"": ""positive"", ""notes"": ""Item appear power boy.""}"
772,238,meeting,2025-06-15,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Price good simple.""}"
773,238,call,2025-06-25,"{""call_duration"": 475, ""outcome"": ""negative"", ""notes"": ""Affect attack decade thank within consider need.""}"
774,238,demo,2025-06-30,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Capital husband leave who possible market.""}"
775,239,email,2025-06-21,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Value policy popular social five.""}"
776,239,meeting,2025-06-25,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""All wear beat record use before machine.""}"
777,239,email,2025-07-02,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Citizen politics share keep wall.""}"
778,239,demo,2025-07-12,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Next gun beat culture kitchen soon south.""}"
779,239,call,2025-07-14,"{""call_duration"": 379, ""outcome"": ""neutral"", ""notes"": ""Realize country worker there stay.""}"
780,240,email,2025-12-03,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Threat chair ago modern stock church outside.""}"
781,241,email,2025-05-22,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Action point require management.""}"
782,242,meeting,2025-08-09,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Child everybody focus here.""}"
783,242,call,2025-08-17,"{""call_duration"": 302, ""outcome"": ""negative"", ""notes"": ""Interest shake second.""}"
784,242,meeting,2025-08-18,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Every home sing skill deal mind.""}"
785,242,meeting,2025-08-24,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Loss ever skill sister this product up wide.""}"
786,243,demo,2025-11-01,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""No do perform nature.""}"
787,243,email,2025-11-07,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Wear none cold western three fear act.""}"
788,244,email,2025-10-08,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Drug treat suggest charge.""}"
789,244,meeting,2025-10-13,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Responsibility force hope live outside.""}"
790,244,demo,2025-10-14,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Send college simply difference kind with campaign.""}"
791,244,call,2025-10-18,"{""call_duration"": 422, ""outcome"": ""negative"", ""notes"": ""Serious total past later.""}"
792,244,demo,2025-10-27,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Serve hard for range such.""}"
793,244,email,2025-10-30,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Already business capital should my much next company.""}"
794,245,email,2025-09-28,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Can certain conference stand wrong issue.""}"
795,245,meeting,2025-10-01,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Forget speak trade author do.""}"
796,245,demo,2025-10-04,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Town discuss for laugh today arm.""}"
797,246,meeting,2025-09-23,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Candidate perform lay image.""}"
798,246,demo,2025-09-27,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Pay wife return religious itself single current.""}"
799,246,demo,2025-09-28,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Around type ok.""}"
800,246,call,2025-10-04,"{""call_duration"": 134, ""outcome"": ""neutral"", ""notes"": ""Industry argue bar traditional radio street general all.""}"
801,247,demo,2025-07-08,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Community likely rule trial soon.""}"
802,247,demo,2025-07-17,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Long old less necessary information.""}"
803,248,email,2025-05-01,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Idea commercial total.""}"
804,248,email,2025-05-04,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Challenge recognize wrong themselves actually agent production.""}"
805,248,email,2025-05-14,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Dinner list of maintain.""}"
806,248,demo,2025-05-15,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Guy two realize participant surface.""}"
807,249,call,2025-04-28,"{""call_duration"": 389, ""outcome"": ""neutral"", ""notes"": ""Think drug begin and top develop.""}"
808,249,demo,2025-05-07,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""End yet ever one.""}"
809,249,email,2025-05-12,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Issue hear win.""}"
810,249,email,2025-05-14,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Start start both administration use.""}"
811,250,email,2025-04-29,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""So buy color executive here tell finally theory.""}"
812,251,call,2025-06-13,"{""call_duration"": 557, ""outcome"": ""positive"", ""notes"": ""Development group skill candidate.""}"
813,251,meeting,2025-06-22,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Item woman every because environmental lawyer personal air.""}"
814,251,meeting,2025-06-24,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Around rich response history someone among.""}"
815,251,email,2025-06-25,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Situation kid far whole staff happy point statement.""}"
816,251,demo,2025-06-27,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Consider process building to history work.""}"
817,252,call,2026-02-14,"{""call_duration"": 216, ""outcome"": ""neutral"", ""notes"": ""No right with positive.""}"
818,252,email,2026-02-18,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""At none wind campaign base.""}"
819,252,email,2026-02-21,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Program prove compare charge doctor myself sport.""}"
820,252,demo,2026-03-03,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Significant many quickly manager have exist start threat.""}"
821,253,call,2025-09-21,"{""call_duration"": 587, ""outcome"": ""positive"", ""notes"": ""Something foreign store me way.""}"
822,254,email,2025-05-06,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Arm job within present.""}"
823,254,email,2025-05-14,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Blue whatever common particular.""}"
824,254,demo,2025-05-20,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Imagine environmental single letter way scene.""}"
825,254,demo,2025-05-27,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Nor manager note very southern how.""}"
826,255,meeting,2025-04-21,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Economic card conference daughter board brother.""}"
827,255,call,2025-04-27,"{""call_duration"": 122, ""outcome"": ""positive"", ""notes"": ""Lead employee start bar senior deal bad.""}"
828,255,meeting,2025-05-03,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Both smile raise toward back talk race away.""}"
829,255,call,2025-05-12,"{""call_duration"": 290, ""outcome"": ""negative"", ""notes"": ""Well business bag.""}"
830,255,meeting,2025-05-18,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Up commercial paper pass pick his trade.""}"
831,255,email,2025-05-22,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Wife ability serve everything.""}"
832,256,demo,2025-08-25,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Upon rest something a.""}"
833,256,email,2025-09-02,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Behavior their me outside.""}"
834,256,demo,2025-09-07,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Program city least green draw.""}"
835,257,email,2025-04-13,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Gas own fire medical.""}"
836,257,meeting,2025-04-22,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Pull me vote health save no.""}"
837,257,call,2025-05-02,"{""call_duration"": 477, ""outcome"": ""negative"", ""notes"": ""Actually something image least.""}"
838,257,demo,2025-05-05,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Will middle light against.""}"
839,257,meeting,2025-05-12,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Present check yard.""}"
840,258,call,2025-03-30,"{""call_duration"": 508, ""outcome"": ""negative"", ""notes"": ""Marriage your trip yet ask.""}"
841,258,meeting,2025-04-07,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Space show building although performance.""}"
842,258,email,2025-04-14,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Catch finally other record.""}"
843,258,demo,2025-04-18,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Recently well current another.""}"
844,258,meeting,2025-04-24,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Set agree politics value.""}"
845,258,email,2025-05-04,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Leader focus none he into.""}"
846,259,email,2025-07-23,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Suffer happen service go be their.""}"
847,259,email,2025-08-01,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Everyone thank if look dark form.""}"
848,260,email,2025-09-07,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Even party bill traditional.""}"
849,260,demo,2025-09-12,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Team effort special near they.""}"
850,261,demo,2025-03-28,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Letter prevent of shake sing.""}"
851,261,call,2025-04-03,"{""call_duration"": 262, ""outcome"": ""positive"", ""notes"": ""Author option else.""}"
852,261,meeting,2025-04-05,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Beat improve security culture whether manager reveal.""}"
853,261,call,2025-04-15,"{""call_duration"": 468, ""outcome"": ""positive"", ""notes"": ""Special painting without them training energy.""}"
854,261,meeting,2025-04-18,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Moment business inside near human.""}"
855,262,meeting,2025-06-24,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Again base very.""}"
856,262,meeting,2025-06-27,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Difference southern expert need hour.""}"
857,262,meeting,2025-07-06,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Behind blood agency interest window customer mind.""}"
858,262,demo,2025-07-07,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Ask eight enough teach.""}"
859,262,demo,2025-07-17,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Church single sport truth until.""}"
860,263,call,2026-02-22,"{""call_duration"": 427, ""outcome"": ""negative"", ""notes"": ""Present end attack price side trip.""}"
861,263,meeting,2026-02-25,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Add contain opportunity so matter.""}"
862,263,email,2026-02-28,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Threat front treat huge fish early realize.""}"
863,264,meeting,2026-02-18,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Garden agree how add commercial particular rather.""}"
864,264,email,2026-02-19,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Create husband use agency cost know sea.""}"
865,264,email,2026-02-23,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Blood want yet senior.""}"
866,265,meeting,2025-05-24,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Agency stop street final make.""}"
867,265,call,2025-05-25,"{""call_duration"": 263, ""outcome"": ""negative"", ""notes"": ""Be gun treat also ever.""}"
868,265,email,2025-05-28,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""They tax ok green read since election.""}"
869,265,demo,2025-06-07,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Part reveal white consider watch.""}"
870,265,email,2025-06-10,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Race exist rock if tend.""}"
871,265,meeting,2025-06-14,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Move state about hope seven.""}"
872,266,demo,2025-07-06,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Health decade response great reality call color.""}"
873,266,email,2025-07-13,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Occur listen hair happen middle interesting couple.""}"
874,267,call,2025-07-04,"{""call_duration"": 291, ""outcome"": ""neutral"", ""notes"": ""Heart be receive model series.""}"
875,267,email,2025-07-14,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Base themselves area hour door call crime red.""}"
876,267,email,2025-07-22,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""People school although top even effect after police.""}"
877,267,demo,2025-07-25,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Radio even wait forward candidate all choose road.""}"
878,268,demo,2025-05-13,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Animal then decision responsibility mouth bag listen.""}"
879,268,demo,2025-05-23,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Financial choose training station especially teach nearly.""}"
880,268,email,2025-05-30,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Oil event would whom.""}"
881,269,email,2025-11-04,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Short fish last least character.""}"
882,269,meeting,2025-11-12,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Property try two remain cell again.""}"
883,269,meeting,2025-11-18,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Fund than short together.""}"
884,269,email,2025-11-26,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Early executive former dream argue.""}"
885,270,demo,2025-06-09,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Meeting manage fall force space event would onto.""}"
886,270,demo,2025-06-18,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""State century hold claim into into artist.""}"
887,270,email,2025-06-25,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Ahead brother lawyer simple purpose safe.""}"
888,271,call,2025-06-11,"{""call_duration"": 438, ""outcome"": ""neutral"", ""notes"": ""Campaign far evidence risk stage fine safe.""}"
889,272,call,2025-04-19,"{""call_duration"": 183, ""outcome"": ""positive"", ""notes"": ""Enough live various maybe.""}"
890,272,demo,2025-04-23,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Difference foot school imagine computer.""}"
891,272,demo,2025-04-28,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Others certainly party.""}"
892,272,email,2025-05-01,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Memory brother fight.""}"
893,273,demo,2026-03-09,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Remember maintain business our.""}"
894,273,call,2026-03-13,"{""call_duration"": 532, ""outcome"": ""positive"", ""notes"": ""There worry friend also color responsibility.""}"
895,273,meeting,2026-03-16,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Early design know include read toward.""}"
896,273,meeting,2026-03-26,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Store close me enough my.""}"
897,273,demo,2026-03-28,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Heavy perhaps it cultural.""}"
898,274,meeting,2025-04-13,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Kind mean pay.""}"
899,274,call,2025-04-15,"{""call_duration"": 247, ""outcome"": ""neutral"", ""notes"": ""Weight discussion management.""}"
900,274,email,2025-04-24,"{""call_duration"": null, ""outcome"": ""neutral"", ""notes"": ""Artist hard threat argue help baby.""}"
901,275,meeting,2026-01-21,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Strong might best partner employee live measure try.""}"
902,275,email,2026-01-25,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Pattern subject region.""}"
903,275,email,2026-01-27,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Room even rest American same decision.""}"
904,276,meeting,2025-10-23,"{""call_duration"": null, ""outcome"": ""positive"", ""notes"": ""Mission seem draw draw toward local beautiful despite.""}"
905,276,demo,2025-10-30,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Movie beat these test involve.""}"
906,276,email,2025-11-05,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""Animal quite attention choose debate wrong.""}"
907,276,call,2025-11-10,"{""call_duration"": 454, ""outcome"": ""positive"", ""notes"": ""Role lot writer oil write level.""}"
908,276,call,2025-11-19,"{""call_duration"": 593, ""outcome"": ""negative"", ""notes"": ""Everybody picture such bit.""}"
909,277,meeting,2026-01-03,"{""call_duration"": null, ""outcome"": ""negative"", ""notes"": ""First movie first news religious.""}"
910,277,call,2026-01-12,"{""call_duration"": 249, ""outcome"": ""positive"", ""notes"": ""Person huge natural child create me.""}"
